image_id;data1;data2
real_data_1_id355.jpg;00608;4
real_data_1_id356.jpg;20240;
real_data_1_id357.jpg;31751;0
real_data_1_id358.jpg;01788;82
real_data_1_id359.jpg;00104;75
real_data_1_id360.jpg;;
real_data_1_id361.jpg;00433;
real_data_1_id363.jpg;06282;
real_data_1_id364.jpg;0817;
real_data_1_id367.jpg;04344;7
real_data_1_id368.jpg;05702;23
real_data_1_id369.jpg;99976;170
real_data_1_id37.jpg;18603;290
real_data_1_id370.jpg;08405;5
real_data_1_id372.jpg;2048;
real_data_1_id373.jpg;28090;28
real_data_1_id374.jpg;03768;03
real_data_1_id375.jpg;00234;88
real_data_1_id376.jpg;;
real_data_1_id377.jpg;0;
real_data_1_id378.jpg;00066;90
real_data_1_id379.jpg;00078;88
real_data_1_id38.jpg;33363;40
real_data_1_id380.jpg;00087;295
real_data_1_id381.jpg;00108;
real_data_1_id382.jpg;5200;
real_data_1_id383.jpg;037;
real_data_1_id384.jpg;00332;4
real_data_1_id385.jpg;808;
real_data_1_id389.jpg;03897;
real_data_1_id39.jpg;13134;
real_data_1_id390.jpg;;
real_data_1_id391.jpg;00138;32
real_data_1_id392.jpg;00226;78
real_data_1_id393.jpg;06376;245
real_data_1_id395.jpg;80387;2
real_data_1_id396.jpg;00;
real_data_1_id397.jpg;07;
real_data_1_id398.jpg;03311;55
real_data_1_id399.jpg;0242;
real_data_1_id4.jpg;002;
real_data_1_id40.jpg;48551;
real_data_1_id400.jpg;065;
real_data_1_id401.jpg;00297;09807
real_data_1_id403.jpg;01480;00
real_data_1_id404.jpg;01630;
real_data_1_id405.jpg;79247;10
real_data_1_id406.jpg;01961;79
real_data_1_id407.jpg;02048;96
real_data_1_id408.jpg;02148;934
real_data_1_id409.jpg;02324;68
real_data_1_id41.jpg;68171;
real_data_1_id410.jpg;01802;1
real_data_1_id411.jpg;20304;0
real_data_1_id412.jpg;02151;9
real_data_1_id414.jpg;02490;25
real_data_1_id415.jpg;02258;52
real_data_1_id416.jpg;87520;
real_data_1_id417.jpg;056;
real_data_1_id419.jpg;00411;28
real_data_1_id42.jpg;05400;7
real_data_1_id420.jpg;00730;3
real_data_1_id421.jpg;00238;
real_data_1_id422.jpg;;
real_data_1_id423.jpg;04515;4
real_data_1_id424.jpg;;
real_data_1_id426.jpg;38124;202
real_data_1_id427.jpg;02578;37
real_data_1_id428.jpg;02950;076
real_data_1_id429.jpg;03123;1
real_data_1_id43.jpg;9092;
real_data_1_id430.jpg;03500;42
real_data_1_id431.jpg;1040;
real_data_1_id432.jpg;56641;60
real_data_1_id434.jpg;01867;0
real_data_1_id435.jpg;01986;49
real_data_1_id436.jpg;02192;03
real_data_1_id437.jpg;00203;10
real_data_1_id438.jpg;00605;47
real_data_1_id439.jpg;00071;0101
real_data_1_id44.jpg;02712;45
real_data_1_id441.jpg;02751;88
real_data_1_id442.jpg;02207;63
real_data_1_id443.jpg;02440;69
real_data_1_id445.jpg;02080;9790
real_data_1_id446.jpg;02231;715
real_data_1_id447.jpg;02499;178
real_data_1_id448.jpg;02728;
real_data_1_id449.jpg;02818;57
real_data_1_id450.jpg;02956;033
real_data_1_id451.jpg;03133;4810
real_data_1_id452.jpg;03277;65
real_data_1_id453.jpg;03733;35
real_data_1_id455.jpg;00934;82
real_data_1_id456.jpg;06580;0
real_data_1_id457.jpg;04116;3
real_data_1_id459.jpg;04123;8
real_data_1_id46.jpg;05071;83
real_data_1_id460.jpg;01270;01
real_data_1_id461.jpg;24450;0
real_data_1_id463.jpg;60055;431300
real_data_1_id464.jpg;00391;11
real_data_1_id465.jpg;00663;1
real_data_1_id466.jpg;00301;52
real_data_1_id468.jpg;00345;08
real_data_1_id469.jpg;00365;88
real_data_1_id47.jpg;09160;07
real_data_1_id470.jpg;22363;00
real_data_1_id471.jpg;00440;49
real_data_1_id472.jpg;00410;0
real_data_1_id474.jpg;0;
real_data_1_id475.jpg;01153;32
real_data_1_id476.jpg;01188;38
real_data_1_id477.jpg;0088;
real_data_1_id478.jpg;00828;
real_data_1_id479.jpg;00981;41
real_data_1_id48.jpg;00671;3401
real_data_1_id480.jpg;01040;94
real_data_1_id481.jpg;0;
real_data_1_id483.jpg;80080;713
real_data_1_id484.jpg;00861;09
real_data_1_id486.jpg;0105;
real_data_1_id487.jpg;01123;0
real_data_1_id488.jpg;00788;12
real_data_1_id489.jpg;80083;5
real_data_1_id49.jpg;05535;4
real_data_1_id490.jpg;00898;472
real_data_1_id491.jpg;00840;
real_data_1_id492.jpg;00983;4
real_data_1_id493.jpg;05644;32
real_data_1_id495.jpg;00579;
real_data_1_id496.jpg;00699;4
real_data_1_id497.jpg;00376;15
real_data_1_id498.jpg;08873;20
real_data_1_id50.jpg;04970;42
real_data_1_id500.jpg;00762;
real_data_1_id501.jpg;00259;4
real_data_1_id502.jpg;00465;57
real_data_1_id503.jpg;22250;
real_data_1_id504.jpg;38000;
real_data_1_id505.jpg;04638;8
real_data_1_id506.jpg;00532;03
real_data_1_id507.jpg;00803;7
real_data_1_id508.jpg;00723;3
real_data_1_id509.jpg;00583;4
real_data_1_id51.jpg;00405;2
real_data_1_id510.jpg;00337;3
real_data_1_id511.jpg;00945;97
real_data_1_id512.jpg;00995;0
real_data_1_id514.jpg;074;
real_data_1_id515.jpg;7;
real_data_1_id516.jpg;26947;020
real_data_1_id517.jpg;02491;37
real_data_1_id518.jpg;01606;5
real_data_1_id519.jpg;41065;32
real_data_1_id52.jpg;03689;607
real_data_1_id520.jpg;02558;6
real_data_1_id521.jpg;0080;
real_data_1_id523.jpg;00372;44
real_data_1_id524.jpg;06726;
real_data_1_id525.jpg;00794;49
real_data_1_id526.jpg;00889;21
real_data_1_id527.jpg;00688;62
real_data_1_id528.jpg;01117;487
real_data_1_id53.jpg;30821;0
real_data_1_id530.jpg;;
real_data_1_id532.jpg;00814;0
real_data_1_id533.jpg;00;
real_data_1_id534.jpg;0;
real_data_1_id535.jpg;30800;
real_data_1_id536.jpg;78098;800
real_data_1_id537.jpg;00936;
real_data_1_id538.jpg;00108;90
real_data_1_id54.jpg;06526;17
real_data_1_id541.jpg;040;
real_data_1_id542.jpg;16132;46
real_data_1_id543.jpg;19004;474
real_data_1_id544.jpg;460;
real_data_1_id545.jpg;;
real_data_1_id548.jpg;00761;43
real_data_1_id549.jpg;00795;9
real_data_1_id55.jpg;08028;
real_data_1_id550.jpg;00914;6
real_data_1_id551.jpg;00095;58
real_data_1_id552.jpg;36055;25010
real_data_1_id553.jpg;52490;10
real_data_1_id554.jpg;;
real_data_1_id555.jpg;48607;00
real_data_1_id556.jpg;00480;0
real_data_1_id557.jpg;00898;82
real_data_1_id558.jpg;00903;896
real_data_1_id559.jpg;22966;006
real_data_1_id56.jpg;242;
real_data_1_id560.jpg;00639;3
real_data_1_id562.jpg;00724;5
real_data_1_id563.jpg;00477;
real_data_1_id564.jpg;00503;02
real_data_1_id565.jpg;60060;53
real_data_1_id566.jpg;00555;74
real_data_1_id568.jpg;44166;00
real_data_1_id569.jpg;86201;0
real_data_1_id57.jpg;01900;00024
real_data_1_id570.jpg;30611;0
real_data_1_id571.jpg;82;
real_data_1_id572.jpg;;
real_data_1_id573.jpg;47100;
real_data_1_id574.jpg;00678;4
real_data_1_id575.jpg;01000;90
real_data_1_id576.jpg;01031;86
real_data_1_id579.jpg;00805;27
real_data_1_id58.jpg;20730;
real_data_1_id580.jpg;00650;31
real_data_1_id582.jpg;00787;06
real_data_1_id583.jpg;00824;0
real_data_1_id584.jpg;00856;17
real_data_1_id585.jpg;00896;28
real_data_1_id586.jpg;00967;4
real_data_1_id587.jpg;00432;42
real_data_1_id588.jpg;00455;60
real_data_1_id589.jpg;00483;04
real_data_1_id59.jpg;01515;05
real_data_1_id590.jpg;00506;
real_data_1_id591.jpg;00544;2
real_data_1_id592.jpg;22000;
real_data_1_id115.jpg;8230;
real_data_1_id130.jpg;01634;097
real_data_1_id146.jpg;53755;00
real_data_1_id164.jpg;00439;23
real_data_1_id180.jpg;00947;88
real_data_1_id196.jpg;00002;20522
real_data_1_id212.jpg;01069;4
real_data_1_id230.jpg;00734;3
real_data_1_id247.jpg;00821;05
real_data_1_id264.jpg;;
real_data_1_id28.jpg;00607;20
real_data_1_id3.jpg;00100;
real_data_1_id315.jpg;03112;3
real_data_1_id333.jpg;05050;8
real_data_1_id594.jpg;030;
real_data_1_id595.jpg;00687;87
real_data_1_id596.jpg;00727;2
real_data_1_id597.jpg;00761;98
real_data_1_id598.jpg;;
real_data_1_id599.jpg;00899;
real_data_1_id6.jpg;00470;9
real_data_1_id60.jpg;10957;10
real_data_1_id600.jpg;;
real_data_1_id601.jpg;00695;38
real_data_1_id602.jpg;02200;
real_data_1_id603.jpg;00780;20
real_data_1_id604.jpg;00817;34
real_data_1_id605.jpg;00886;222
real_data_1_id606.jpg;00648;5
real_data_1_id609.jpg;00850;15
real_data_1_id61.jpg;01038;943
real_data_1_id610.jpg;68600;
real_data_1_id611.jpg;00721;71
real_data_1_id613.jpg;2800;
real_data_1_id614.jpg;08080;0
real_data_1_id615.jpg;00855;20
real_data_1_id616.jpg;96714;10
real_data_1_id617.jpg;48905;10
real_data_1_id618.jpg;01313;0606
real_data_1_id619.jpg;00542;9
real_data_1_id62.jpg;11854;8
real_data_1_id620.jpg;01032;6198
real_data_1_id621.jpg;67783;4003
real_data_1_id622.jpg;00411;22
real_data_1_id624.jpg;0591;
real_data_1_id625.jpg;01890;1
real_data_1_id626.jpg;02158;
real_data_1_id627.jpg;29919;00
real_data_1_id628.jpg;04278;48
real_data_1_id629.jpg;04818;01
real_data_1_id63.jpg;15268;253
real_data_1_id630.jpg;05081;2
real_data_1_id631.jpg;17600;
real_data_1_id632.jpg;06790;
real_data_1_id633.jpg;67803;7
real_data_1_id634.jpg;60032;
real_data_1_id635.jpg;88270;0
real_data_1_id636.jpg;29;
real_data_1_id637.jpg;01260;09
real_data_1_id639.jpg;05586;00
real_data_1_id64.jpg;08022;023
real_data_1_id640.jpg;00856;6600
real_data_1_id642.jpg;00703;900
real_data_1_id643.jpg;;
real_data_1_id644.jpg;02304;961
real_data_1_id645.jpg;09637;647
real_data_1_id648.jpg;16670;21
real_data_1_id649.jpg;06669;5
real_data_1_id65.jpg;;
real_data_1_id650.jpg;02610;06570
real_data_1_id651.jpg;14205;897
real_data_1_id653.jpg;032;
real_data_1_id654.jpg;10142;
real_data_1_id655.jpg;1114;
real_data_1_id657.jpg;01398;3
real_data_1_id658.jpg;13196;82
real_data_1_id659.jpg;10186;5
real_data_1_id66.jpg;04130;4
real_data_1_id660.jpg;01388;03000
real_data_1_id661.jpg;;
real_data_1_id662.jpg;04605;64
real_data_1_id663.jpg;01483;31
real_data_1_id664.jpg;02351;31
real_data_1_id665.jpg;0486;
real_data_1_id666.jpg;07238;49
real_data_1_id668.jpg;23211;830
real_data_1_id669.jpg;82204;00
real_data_1_id67.jpg;00300;
real_data_1_id670.jpg;05740;5
real_data_1_id675.jpg;00634;1
real_data_1_id676.jpg;00770;95
real_data_1_id677.jpg;02735;403
real_data_1_id678.jpg;300;
real_data_1_id68.jpg;00444;
real_data_1_id680.jpg;00383;
real_data_1_id682.jpg;00337;704
real_data_1_id683.jpg;00386;3
real_data_1_id684.jpg;00837;33
real_data_1_id685.jpg;01075;2
real_data_1_id686.jpg;00707;70
real_data_1_id687.jpg;58820;0
real_data_1_id688.jpg;006;
real_data_1_id689.jpg;00589;7
real_data_1_id690.jpg;00578;03
real_data_1_id692.jpg;02347;4
real_data_1_id693.jpg;408;
real_data_1_id694.jpg;02;
real_data_1_id695.jpg;20046;43
real_data_1_id696.jpg;11270;92
real_data_1_id697.jpg;09229;29
real_data_1_id699.jpg;24440;000
real_data_1_id7.jpg;00470;91
real_data_1_id70.jpg;83;
real_data_1_id700.jpg;03666;611
real_data_1_id701.jpg;06736;0
real_data_1_id702.jpg;00197;3
real_data_1_id703.jpg;02720;
real_data_1_id704.jpg;05329;591
real_data_1_id705.jpg;08;
real_data_1_id708.jpg;02803;41
real_data_1_id709.jpg;05701;461
real_data_1_id710.jpg;01000;066
real_data_1_id711.jpg;01889;30
real_data_1_id712.jpg;06929;140
real_data_1_id713.jpg;04830;0028
real_data_1_id714.jpg;02357;51
real_data_1_id716.jpg;07803;
real_data_1_id717.jpg;51733;60
real_data_1_id719.jpg;00420;
real_data_1_id72.jpg;06266;59
real_data_1_id720.jpg;00481;
real_data_1_id721.jpg;07008;
real_data_1_id722.jpg;00272;
real_data_1_id724.jpg;00380;7
real_data_1_id726.jpg;400;
real_data_1_id727.jpg;24323;
real_data_1_id728.jpg;8;
real_data_1_id729.jpg;028;
real_data_1_id73.jpg;;
real_data_1_id730.jpg;01080;03
real_data_1_id731.jpg;09111;0
real_data_1_id732.jpg;01562;8
real_data_1_id734.jpg;60212;0
real_data_1_id735.jpg;04474;
real_data_1_id736.jpg;07652;70
real_data_1_id737.jpg;01352;52
real_data_1_id738.jpg;02954;62
real_data_1_id74.jpg;04100;0
real_data_1_id740.jpg;00828;37
real_data_1_id742.jpg;02796;01
real_data_1_id744.jpg;02477;11
real_data_1_id745.jpg;03595;03
real_data_1_id746.jpg;00363;42
real_data_1_id747.jpg;00574;28
real_data_1_id748.jpg;00349;42
real_data_1_id749.jpg;00516;64
real_data_1_id75.jpg;04977;63
real_data_1_id750.jpg;00294;
real_data_1_id751.jpg;00411;73
real_data_1_id752.jpg;00238;8
real_data_1_id753.jpg;00494;8
real_data_1_id754.jpg;00602;5
real_data_1_id755.jpg;00230;98
real_data_1_id756.jpg;00548;14
real_data_1_id759.jpg;00777;72
real_data_1_id76.jpg;05323;8
real_data_1_id760.jpg;00826;1
real_data_1_id761.jpg;00873;5
real_data_1_id762.jpg;00613;2
real_data_1_id763.jpg;00801;07
real_data_1_id764.jpg;30388;2800
real_data_1_id765.jpg;33680;01
real_data_1_id766.jpg;00893;54
real_data_1_id767.jpg;08;
real_data_1_id768.jpg;0;
real_data_1_id769.jpg;02468;4
real_data_1_id77.jpg;0951;
real_data_1_id770.jpg;02773;0
real_data_1_id79.jpg;03313;99
real_data_1_id80.jpg;003;
real_data_1_id81.jpg;06286;2
real_data_1_id82.jpg;64516;
real_data_1_id83.jpg;07401;997
real_data_1_id84.jpg;00019;970
real_data_1_id85.jpg;00330;11
real_data_1_id86.jpg;00646;68
real_data_1_id87.jpg;00412;53
real_data_1_id88.jpg;02287;9
real_data_1_id89.jpg;02510;
real_data_1_id9.jpg;01997;99
real_data_1_id90.jpg;02630;16
real_data_1_id91.jpg;02774;
real_data_1_id93.jpg;03014;85
real_data_1_id94.jpg;0234;
real_data_1_id96.jpg;04236;15
real_data_1_id97.jpg;04261;81
real_data_1_id98.jpg;038;
real_data_1_id99.jpg;00432;15
real_data_2_id0.jpg;08432;5
real_data_2_id1.jpg;11708;
real_data_2_id10.jpg;73412;
real_data_2_id100.jpg;03870;
real_data_2_id101.jpg;38030;
real_data_2_id102.jpg;16;
real_data_2_id103.jpg;14872;7
real_data_2_id104.jpg;;
real_data_2_id105.jpg;02940;09
real_data_2_id106.jpg;03116;
real_data_2_id107.jpg;03333;88
real_data_2_id109.jpg;03879;0
real_data_2_id11.jpg;21618;
real_data_2_id110.jpg;04023;
real_data_2_id111.jpg;05752;807
real_data_2_id112.jpg;00683;820
real_data_2_id113.jpg;;
real_data_2_id115.jpg;27785;46
real_data_2_id116.jpg;86825;0
real_data_2_id117.jpg;29512;
real_data_2_id118.jpg;28534;30
real_data_2_id119.jpg;15519;24
real_data_2_id12.jpg;71718;5
real_data_2_id120.jpg;051;
real_data_2_id121.jpg;27727;
real_data_2_id122.jpg;43045;588
real_data_2_id124.jpg;80821;
real_data_2_id125.jpg;13222;2
real_data_2_id126.jpg;22163;10
real_data_2_id127.jpg;444;
real_data_2_id128.jpg;09482;
real_data_2_id129.jpg;82454;9
real_data_2_id13.jpg;06821;8
real_data_2_id130.jpg;00744;
real_data_2_id131.jpg;7180;
real_data_2_id132.jpg;03678;3
real_data_2_id133.jpg;03804;
real_data_2_id134.jpg;05985;03
real_data_2_id135.jpg;05525;34
real_data_2_id136.jpg;05894;22
real_data_2_id137.jpg;0328;
real_data_1_id371.jpg;80822;50
real_data_1_id387.jpg;00323;1
real_data_1_id402.jpg;03246;64
real_data_1_id418.jpg;02707;
real_data_1_id433.jpg;01764;0
real_data_1_id45.jpg;04971;
real_data_1_id467.jpg;00320;6
real_data_1_id482.jpg;00762;80
real_data_1_id499.jpg;00623;
real_data_1_id513.jpg;00679;4
real_data_1_id529.jpg;01315;01
real_data_1_id547.jpg;20770;0
real_data_1_id561.jpg;00699;813
real_data_1_id578.jpg;01104;3
real_data_1_id352.jpg;80387;1
real_data_1_id593.jpg;00864;22
real_data_2_id138.jpg;0238;
real_data_2_id375.jpg;04727;88
real_data_2_id602.jpg;03888;
real_data_3_id1027.jpg;01208;
real_data_3_id209.jpg;022;
real_data_3_id434.jpg;00774;3
real_data_3_id661.jpg;19902;0
real_data_3_id884.jpg;01423;48
real_data_4_id202.jpg;08239;45936
real_data_4_id419.jpg;02863;308
real_data_4_id636.jpg;;
real_data_5_id212.jpg;380;
real_data_5_id450.jpg;16510;02
real_data_5_id689.jpg;028;
real_data_2_id139.jpg;10904;
real_data_2_id14.jpg;1922;
real_data_2_id140.jpg;07014;442
real_data_2_id141.jpg;774;
real_data_2_id142.jpg;;
real_data_2_id144.jpg;005;
real_data_2_id145.jpg;;
real_data_2_id146.jpg;08470;179
real_data_2_id147.jpg;03253;93
real_data_2_id148.jpg;0386;
real_data_2_id149.jpg;03333;64
real_data_2_id15.jpg;6646;
real_data_2_id151.jpg;062;
real_data_2_id152.jpg;04307;
real_data_2_id153.jpg;7100;
real_data_2_id155.jpg;00418;87
real_data_2_id156.jpg;73200;
real_data_2_id158.jpg;00292;330
real_data_2_id159.jpg;00048;741
real_data_2_id16.jpg;1393;
real_data_2_id160.jpg;74738;000
real_data_2_id161.jpg;010;
real_data_2_id162.jpg;48813;0
real_data_2_id163.jpg;38610;
real_data_2_id164.jpg;0111;
real_data_2_id165.jpg;;
real_data_2_id166.jpg;;
real_data_2_id167.jpg;;
real_data_2_id168.jpg;04136;
real_data_2_id169.jpg;40119;
real_data_2_id170.jpg;04269;
real_data_2_id171.jpg;04316;
real_data_2_id172.jpg;04381;
real_data_2_id173.jpg;15440;
real_data_2_id174.jpg;04511;
real_data_2_id175.jpg;80451;2
real_data_2_id176.jpg;17180;2
